,,APMC,Commodity,Year,Month,arrivals_in_qtl,min_price,max_price,modal_price,date,district_name,state_name,fluctuation
12,25434,UDGIR,SORGUMJAWAR,2014,OCTOBER,50,990,1153,1071,2014-10,LATUR,MAHARASHTRA,163
4,1096,AKOLE,MAIZE,2016,FEBRUARY,313,1388,1550,1450,2016-02,AHMADNAGAR,MAHARASHTRA,162
4,54887,MOHOL,MAIZE,2016,SEPTEMBER,50,1799,1961,1849,2016-09,SOLAPUR,MAHARASHTRA,162
7,62170,SHAHAPUR,PADDYUNHUSKED,2016,NOVEMBER,142,1536,1698,1609,2016-11,THANE,MAHARASHTRA,162
12,12628,NANDURA,SORGUMJAWAR,2016,APRIL,820,1225,1387,1387,2016-04,BULDHANA,MAHARASHTRA,162
12,24955,LATURMURUD,SORGUMJAWAR,2016,JUNE,205,1478,1640,1582,2016-06,LATUR,MAHARASHTRA,162
12,24962,NILANGA,SORGUMJAWAR,2016,JUNE,111,1253,1415,1340,2016-06,LATUR,MAHARASHTRA,162
12,39695,SAILU,SORGUMJAWAR,2016,OCTOBER,476,1770,1932,1844,2016-10,PARBHANI,MAHARASHTRA,162
12,61535,PACHORA,SORGUMJAWAR,2016,NOVEMBER,24979,1318,1480,1395,2016-11,JALGAON,MAHARASHTRA,162
16,13500,SHEGAON,SUNFLOWER,2016,JANUARY,310,3067,3229,3157,2016-01,BULDHANA,MAHARASHTRA,162
17,27357,MANDHAL,WHEATHUSKED,2016,APRIL,816,1566,1728,1617,2016-04,NAGPUR,MAHARASHTRA,162
17,34726,MANMAD,WHEATHUSKED,2016,JANUARY,32,1571,1733,1672,2016-01,NASIK,MAHARASHTRA,162
17,52186,DUDHANI,WHEATHUSKED,2016,JANUARY,30,1884,2046,2046,2016-01,SOLAPUR,MAHARASHTRA,162
0,32958,NANDURBAR,BAJRI,2015,JULY,374,1064,1226,1184,2015-07,NANDURBAR,MAHARASHTRA,162
2,57017,SINDI SELU,COTTON,2015,FEBRUARY,59716,3741,3903,3798,2015-02,WARDHA,MAHARASHTRA,162
4,13757,JALGAON JAMODAASALGAON,MAIZE,2015,JUNE,437,919,1081,1000,2015-06,BULDHANA,MAHARASHTRA,162
4,20599,RAVER,MAIZE,2015,NOVEMBER,154,1162,1324,1313,2015-11,JALGAON,MAHARASHTRA,162
5,22142,JALNA,MUSTARD,2015,MAY,30,3538,3700,3700,2015-05,JALNA,MAHARASHTRA,162
12,5295,BALAPUR,SORGUMJAWAR,2015,OCTOBER,243,1113,1275,1188,2015-10,AKOLA,MAHARASHTRA,162
12,5386,AKOT,SORGUMJAWAR,2015,SEPTEMBER,250,1106,1268,1200,2015-09,AKOLA,MAHARASHTRA,162
12,16428,DHULE,SORGUMJAWAR,2015,DECEMBER,4704,1390,1552,1507,2015-12,DHULE,MAHARASHTRA,162
12,34084,LASALGAON,SORGUMJAWAR,2015,DECEMBER,34,1664,1826,1763,2015-12,NASIK,MAHARASHTRA,162
17,36682,LASALGAONVINCHUR,WHEATHUSKED,2015,SEPTEMBER,748,1519,1681,1593,2015-09,NASIK,MAHARASHTRA,162
4,36130,SATANA,MAIZE,2014,NOVEMBER,8880,1019,1181,1114,2014-11,NASIK,MAHARASHTRA,162
17,10032,GANGAPUR,WHEATHUSKED,2014,SEPTEMBER,590,1501,1663,1555,2014-09,AURANGABAD,MAHARASHTRA,162
17,12996,MALKAPUR,WHEATHUSKED,2014,DECEMBER,271,1330,1492,1450,2014-12,BULDHANA,MAHARASHTRA,162
0,38588,UMARGA,BAJRI,2016,SEPTEMBER,24,1251,1412,1368,2016-09,OSMANABAD,MAHARASHTRA,161
0,54830,MANGALWEDHA,BAJRI,2016,SEPTEMBER,220,1386,1547,1510,2016-09,SOLAPUR,MAHARASHTRA,161
7,12068,TUMSAR,PADDYUNHUSKED,2016,AUGUST,11531,1784,1945,1875,2016-08,BHANDARA,MAHARASHTRA,161
7,17682,ARMORIDESAIGANJ,PADDYUNHUSKED,2016,JULY,14303,1740,1901,1876,2016-07,GADCHIROLI,MAHARASHTRA,161
8,24971,UDGIR,PIGEON PEA TUR,2016,JUNE,1025,9110,9271,9271,2016-06,LATUR,MAHARASHTRA,161
10,13169,KHAMGAON,SAFFLOWER,2016,FEBRUARY,489,2260,2421,2357,2016-02,BULDHANA,MAHARASHTRA,161
12,13775,KHAMGAON,SORGUMJAWAR,2016,JUNE,800,1399,1560,1477,2016-06,BULDHANA,MAHARASHTRA,161
12,58724,PUSAD,SORGUMJAWAR,2016,FEBRUARY,879,1299,1460,1385,2016-02,YEWATMAL,MAHARASHTRA,161
17,7679,ACHALPUR,WHEATHUSKED,2016,SEPTEMBER,4513,1765,1926,1846,2016-09,AMARAVATHI,MAHARASHTRA,161
17,54330,MANGALWEDHA,WHEATHUSKED,2016,OCTOBER,76,1885,2046,2001,2016-10,SOLAPUR,MAHARASHTRA,161
17,57093,HINGANGHAT,WHEATHUSKED,2016,JULY,1210,1594,1755,1649,2016-07,WARDHA,MAHARASHTRA,161
17,61196,JALNA,WHEATHUSKED,2016,NOVEMBER,2021,2013,2174,2098,2016-11,JALNA,MAHARASHTRA,161
0,12623,NANDURA,BAJRI,2015,APRIL,54,990,1151,1106,2015-04,BULDHANA,MAHARASHTRA,161
0,16343,DHULE,BAJRI,2015,AUGUST,6332,1239,1400,1322,2015-08,DHULE,MAHARASHTRA,161
2,21503,MANTHA,COTTON,2015,DECEMBER,19173,4119,4280,4189,2015-12,JALNA,MAHARASHTRA,161
2,56952,SINDI,COTTON,2015,DECEMBER,7264,4168,4329,4268,2015-12,WARDHA,MAHARASHTRA,161
4,34557,SINNER,MAIZE,2015,FEBRUARY,2266,1054,1215,1165,2015-02,NASIK,MAHARASHTRA,161
8,17192,SAKRI,PIGEON PEA TUR,2015,NOVEMBER,71,5784,5945,5784,2015-11,DHULE,MAHARASHTRA,161
9,39931,INDAPUR,RICEPADDYHUS,2015,APRIL,31,1280,1441,1440,2015-04,PUNE,MAHARASHTRA,161
12,32201,LOHA,SORGUMJAWAR,2015,MAY,185,1255,1416,1315,2015-05,NANDED,MAHARASHTRA,161
16,13795,KHAMGAON,SUNFLOWER,2015,JUNE,1562,2961,3122,3040,2015-06,BULDHANA,MAHARASHTRA,161
17,7199,MORSHI,WHEATHUSKED,2015,MAY,2015,1467,1628,1549,2015-05,AMARAVATHI,MAHARASHTRA,161
17,57950,MANORA,WHEATHUSKED,2015,MARCH,855,1439,1600,1517,2015-03,WASIM,MAHARASHTRA,161
12,50010,VADUJ,SORGUMJAWAR,2014,NOVEMBER,3300,2211,2372,2300,2014-11,SATARA,MAHARASHTRA,161
16,38289,UMARGA,SUNFLOWER,2014,NOVEMBER,287,3060,3221,3187,2014-11,OSMANABAD,MAHARASHTRA,161
0,43635,SHIRUR,BAJRI,2016,MARCH,91,1416,1576,1543,2016-03,PUNE,MAHARASHTRA,160
2,60350,RALEGAON,COTTON,2016,NOVEMBER,110252,4809,4969,4928,2016-11,YEWATMAL,MAHARASHTRA,160
4,8539,KHULTABAD,MAIZE,2016,FEBRUARY,498,1260,1420,1340,2016-02,AURANGABAD,MAHARASHTRA,160
4,13997,KHAMGAON,MAIZE,2016,MARCH,6380,1160,1320,1257,2016-03,BULDHANA,MAHARASHTRA,160
4,14289,SANGRAMPURVARVATBAKAL,MAIZE,2016,MAY,41,1120,1280,1200,2016-05,BULDHANA,MAHARASHTRA,160
4,54625,BARSHI,MAIZE,2016,SEPTEMBER,231,1721,1881,1806,2016-09,SOLAPUR,MAHARASHTRA,160
4,60214,BULDHANA,MAIZE,2016,NOVEMBER,100,1180,1340,1260,2016-11,BULDHANA,MAHARASHTRA,160
8,38360,MURUM,PIGEON PEA TUR,2016,OCTOBER,332,6515,6675,6595,2016-10,OSMANABAD,MAHARASHTRA,160
12,21796,JAFRABAD,SORGUMJAWAR,2016,JULY,68,1070,1230,1150,2016-07,JALNA,MAHARASHTRA,160
12,24845,LATURMURUD,SORGUMJAWAR,2016,JULY,349,1510,1670,1621,2016-07,LATUR,MAHARASHTRA,160
12,32599,SHAHADA,SORGUMJAWAR,2016,APRIL,135,1674,1834,1759,2016-04,NANDURBAR,MAHARASHTRA,160
12,37483,UMARGA,SORGUMJAWAR,2016,FEBRUARY,24,1900,2060,1937,2016-02,OSMANABAD,MAHARASHTRA,160
12,60011,PATHARI,SORGUMJAWAR,2016,NOVEMBER,93,1844,2004,1921,2016-11,PARBHANI,MAHARASHTRA,160
12,61078,VAIJAPUR,SORGUMJAWAR,2016,NOVEMBER,351,2004,2164,2109,2016-11,AURANGABAD,MAHARASHTRA,160
17,21338,JAFRABAD,WHEATHUSKED,2016,AUGUST,86,1450,1610,1530,2016-08,JALNA,MAHARASHTRA,160
17,39577,JINTUR,WHEATHUSKED,2016,OCTOBER,31,1881,2041,1984,2016-10,PARBHANI,MAHARASHTRA,160
17,57278,SINDI,WHEATHUSKED,2016,MAY,358,1511,1671,1566,2016-05,WARDHA,MAHARASHTRA,160
0,2372,SHEVGAON,BAJRI,2015,JUNE,552,1143,1303,1288,2015-06,AHMADNAGAR,MAHARASHTRA,160
0,4039,JAMKHED,BAJRI,2015,SEPTEMBER,188,1457,1617,1537,2015-09,AHMADNAGAR,MAHARASHTRA,160
0,22057,PARTUR,BAJRI,2015,MARCH,20,1090,1250,1161,2015-03,JALNA,MAHARASHTRA,160
0,51839,DUDHANI,BAJRI,2015,FEBRUARY,740,1153,1313,1254,2015-02,SOLAPUR,MAHARASHTRA,160
2,11283,GEVRAI,COTTON,2015,MAY,2805,3600,3760,3730,2015-05,BEED,MAHARASHTRA,160
2,18530,AKHADABALAPUR,COTTON,2015,OCTOBER,119,4060,4220,4140,2015-10,HINGOLI,MAHARASHTRA,160
2,58680,DIGRAS,COTTON,2015,FEBRUARY,6595,3780,3940,3875,2015-02,YEWATMAL,MAHARASHTRA,160
4,4465,AKOT,MAIZE,2015,APRIL,150,1005,1165,1085,2015-04,AKOLA,MAHARASHTRA,160
4,9394,LASUR STATION,MAIZE,2015,MAY,943,1040,1200,1158,2015-05,AURANGABAD,MAHARASHTRA,160
4,34248,SATANA,MAIZE,2015,DECEMBER,27944,1340,1500,1431,2015-12,NASIK,MAHARASHTRA,160
4,35215,LASALGAONVINCHUR,MAIZE,2015,JUNE,1966,1119,1279,1237,2015-06,NASIK,MAHARASHTRA,160
7,55425,SHAHAPUR,PADDYUNHUSKED,2015,DECEMBER,239,1411,1571,1504,2015-12,THANE,MAHARASHTRA,160
8,52898,KURDWADIMODNIMB,PIGEON PEA TUR,2015,JUNE,4,5851,6011,5900,2015-06,SOLAPUR,MAHARASHTRA,160
10,25344,AUSA,SAFFLOWER,2015,OCTOBER,7,2551,2711,2651,2015-10,LATUR,MAHARASHTRA,160
12,19470,RAVER,SORGUMJAWAR,2015,FEBRUARY,399,1277,1437,1382,2015-02,JALGAON,MAHARASHTRA,160
12,35670,DEVALA,SORGUMJAWAR,2015,MAY,81,1872,2032,2056,2015-05,NASIK,MAHARASHTRA,160
12,39063,SAILU,SORGUMJAWAR,2015,JANUARY,438,1179,1339,1183,2015-01,PARBHANI,MAHARASHTRA,160
12,58941,PUSAD,SORGUMJAWAR,2015,JULY,56,1140,1300,1269,2015-07,YEWATMAL,MAHARASHTRA,160
16,4971,AKOT,SUNFLOWER,2015,JUNE,75,2895,3055,2975,2015-06,AKOLA,MAHARASHTRA,160
17,10839,MAJALGAON,WHEATHUSKED,2015,JANUARY,161,1427,1587,1491,2015-01,BEED,MAHARASHTRA,160
17,14499,SHEGAON,WHEATHUSKED,2015,NOVEMBER,196,1382,1542,1489,2015-11,BULDHANA,MAHARASHTRA,160
17,18317,AKHADABALAPUR,WHEATHUSKED,2015,JUNE,230,1580,1740,1660,2015-06,HINGOLI,MAHARASHTRA,160
17,35162,KALVAN,WHEATHUSKED,2015,JUNE,1220,1360,1520,1406,2015-06,NASIK,MAHARASHTRA,160
17,39502,PARBHANI,WHEATHUSKED,2015,NOVEMBER,330,1423,1583,1540,2015-11,PARBHANI,MAHARASHTRA,160
17,40925,INDAPUR NIMGAON KETKI,WHEATHUSKED,2015,DECEMBER,6,1331,1491,1491,2015-12,PUNE,MAHARASHTRA,160
0,34286,YEOLA,BAJRI,2014,DECEMBER,257,1265,1425,1318,2014-12,NASIK,MAHARASHTRA,160
4,22221,JAFRABAD,MAIZE,2014,NOVEMBER,627,1215,1375,1320,2014-11,JALNA,MAHARASHTRA,160
8,38806,JINTUR,PIGEON PEA TUR,2014,DECEMBER,16,3841,4001,3841,2014-12,PARBHANI,MAHARASHTRA,160
12,5229,PATUR,SORGUMJAWAR,2014,NOVEMBER,59,1450,1610,1500,2014-11,AKOLA,MAHARASHTRA,160
17,59667,NER PARASOPANT,WHEATHUSKED,2014,SEPTEMBER,31,1380,1540,1460,2014-09,YEWATMAL,MAHARASHTRA,160
0,1266,SANGAMNER,BAJRI,2016,FEBRUARY,461,1450,1609,1550,2016-02,AHMADNAGAR,MAHARASHTRA,159
0,1656,SHEVGAONBODHEGAON,BAJRI,2016,JANUARY,1069,1390,1549,1549,2016-01,AHMADNAGAR,MAHARASHTRA,159
0,1668,SHRIGONDA,BAJRI,2016,JANUARY,17,1400,1559,1467,2016-01,AHMADNAGAR,MAHARASHTRA,159
0,51158,DUDHANI,BAJRI,2016,AUGUST,208,1435,1594,1545,2016-08,SOLAPUR,MAHARASHTRA,159
0,61450,DONDAICHASINDKHEDA,BAJRI,2016,NOVEMBER,143,1084,1243,1152,2016-11,DHULE,MAHARASHTRA,159
2,60452,CHIMUR,COTTON,2016,NOVEMBER,5746,4748,4907,4835,2016-11,CHANDRAPUR,MAHARASHTRA,159
4,13108,BULDHANADHAD,MAIZE,2016,FEBRUARY,17700,1119,1278,1199,2016-02,BULDHANA,MAHARASHTRA,159
12,19914,CHALISGAON,SORGUMJAWAR,2016,JUNE,486,1403,1562,1487,2016-06,JALGAON,MAHARASHTRA,159
12,20043,RAVER,SORGUMJAWAR,2016,JUNE,185,1343,1502,1453,2016-06,JALGAON,MAHARASHTRA,159
12,33490,SHAHADA,SORGUMJAWAR,2016,SEPTEMBER,53,1537,1696,1537,2016-09,NANDURBAR,MAHARASHTRA,159
12,39107,PARBHANI,SORGUMJAWAR,2016,JULY,225,1619,1778,1729,2016-07,PARBHANI,MAHARASHTRA,159
16,24891,AHMEDPUR,SUNFLOWER,2016,JUNE,22,3407,3566,3472,2016-06,LATUR,MAHARASHTRA,159
17,4699,AKOT,WHEATHUSKED,2016,FEBRUARY,602,1439,1598,1518,2016-02,AKOLA,MAHARASHTRA,159
17,4865,AKOT,WHEATHUSKED,2016,JULY,1077,1648,1807,1727,2016-07,AKOLA,MAHARASHTRA,159
0,45222,SHIRUR,BAJRI,2015,OCTOBER,401,1240,1399,1341,2015-10,PUNE,MAHARASHTRA,159
2,21580,JAFRABAD,COTTON,2015,FEBRUARY,12286,3695,3854,3790,2015-02,JALNA,MAHARASHTRA,159
4,4868,AKOT,MAIZE,2015,JULY,225,931,1090,1011,2015-07,AKOLA,MAHARASHTRA,159
4,24577,AUSA,MAIZE,2015,FEBRUARY,38,1040,1199,1129,2015-02,LATUR,MAHARASHTRA,159
4,33552,KALVAN,MAIZE,2015,APRIL,4650,1213,1372,1352,2015-04,NASIK,MAHARASHTRA,159
7,17569,ARMORIDESAIGANJ,PADDYUNHUSKED,2015,AUGUST,27551,1544,1703,1668,2015-08,GADCHIROLI,MAHARASHTRA,159
12,11826,GEVRAI,SORGUMJAWAR,2015,SEPTEMBER,4359,1517,1676,1588,2015-09,BEED,MAHARASHTRA,159
12,12857,SHEGAON,SORGUMJAWAR,2015,AUGUST,338,1115,1274,1195,2015-08,BULDHANA,MAHARASHTRA,159
12,16753,DHULE,SORGUMJAWAR,2015,JULY,2375,1214,1373,1316,2015-07,DHULE,MAHARASHTRA,159
12,21528,PARTUR,SORGUMJAWAR,2015,DECEMBER,73,1507,1666,1606,2015-12,JALNA,MAHARASHTRA,159
12,24331,AHMEDPUR,SORGUMJAWAR,2015,AUGUST,68,1504,1663,1663,2015-08,LATUR,MAHARASHTRA,159
17,13772,KHAMGAON,WHEATHUSKED,2015,JUNE,8220,1286,1445,1368,2015-06,BULDHANA,MAHARASHTRA,159
17,21793,JAFRABAD,WHEATHUSKED,2015,JULY,415,1283,1442,1367,2015-07,JALNA,MAHARASHTRA,159
4,53820,BARSHIVAIRAG,MAIZE,2014,NOVEMBER,367,1087,1246,1170,2014-11,SOLAPUR,MAHARASHTRA,159
17,34064,KALVAN,WHEATHUSKED,2014,DECEMBER,409,1443,1602,1516,2014-12,NASIK,MAHARASHTRA,159
0,1122,KOPARGAON,BAJRI,2016,FEBRUARY,121,1523,1681,1629,2016-02,AHMADNAGAR,MAHARASHTRA,158
0,4331,SHRIRAMPUR,BAJRI,2016,SEPTEMBER,74,1625,1783,1699,2016-09,AHMADNAGAR,MAHARASHTRA,158
0,8181,KANNAD,BAJRI,2016,AUGUST,173,1651,1809,1733,2016-08,AURANGABAD,MAHARASHTRA,158
0,16976,DONDAICHA,BAJRI,2016,MARCH,149,1382,1540,1469,2016-03,DHULE,MAHARASHTRA,158
0,20065,AMALNER,BAJRI,2016,MARCH,454,1492,1650,1580,2016-03,JALGAON,MAHARASHTRA,158
0,37909,KALAMB OS,BAJRI,2016,MARCH,49,1345,1503,1458,2016-03,OSMANABAD,MAHARASHTRA,158
2,60573,KATOL,COTTON,2016,NOVEMBER,3743,4797,4955,4878,2016-11,NAGPUR,MAHARASHTRA,158
12,11703,KILLE DHARUR,SORGUMJAWAR,2016,OCTOBER,235,1673,1831,1759,2016-10,BEED,MAHARASHTRA,158
12,17085,DONDAICHASINDKHEDA,SORGUMJAWAR,2016,MAY,348,1783,1941,1859,2016-05,DHULE,MAHARASHTRA,158
12,38595,UMARGA,SORGUMJAWAR,2016,SEPTEMBER,41,1490,1648,1567,2016-09,OSMANABAD,MAHARASHTRA,158
17,21593,JALNA,WHEATHUSKED,2016,FEBRUARY,2669,1878,2036,1942,2016-02,JALNA,MAHARASHTRA,158
17,33127,NAVAPUR,WHEATHUSKED,2016,MARCH,1984,1488,1646,1559,2016-03,NANDURBAR,MAHARASHTRA,158
17,56984,HINGANGHAT,WHEATHUSKED,2016,FEBRUARY,931,1423,1581,1504,2016-02,WARDHA,MAHARASHTRA,158
17,60596,KALMESHWAR,WHEATHUSKED,2016,NOVEMBER,12,1245,1403,1325,2016-11,NAGPUR,MAHARASHTRA,158
0,8517,GANGAPUR,BAJRI,2015,FEBRUARY,396,1185,1343,1259,2015-02,AURANGABAD,MAHARASHTRA,158
0,9769,GANGAPUR,BAJRI,2015,OCTOBER,389,1355,1513,1423,2015-10,AURANGABAD,MAHARASHTRA,158
0,11179,KADA,BAJRI,2015,MARCH,425,1200,1358,1271,2015-03,BEED,MAHARASHTRA,158
0,16780,DONDAICHA,BAJRI,2015,JULY,645,1131,1289,1253,2015-07,DHULE,MAHARASHTRA,158
4,9585,LASUR STATION,MAIZE,2015,NOVEMBER,63223,1266,1424,1326,2015-11,AURANGABAD,MAHARASHTRA,158
4,16493,SAKRI,MAIZE,2015,DECEMBER,6947,1382,1540,1459,2015-12,DHULE,MAHARASHTRA,158
4,51877,KURDWADIMODNIMB,MAIZE,2015,FEBRUARY,6646,1078,1236,1191,2015-02,SOLAPUR,MAHARASHTRA,158
8,33111,NANDURBAR,PIGEON PEA TUR,2015,MARCH,57,4953,5111,5079,2015-03,NANDURBAR,MAHARASHTRA,158
17,429,KOPARGAON,WHEATHUSKED,2015,AUGUST,583,1434,1592,1542,2015-08,AHMADNAGAR,MAHARASHTRA,158
17,37338,UMARGA,WHEATHUSKED,2015,DECEMBER,9,2010,2168,2098,2015-12,OSMANABAD,MAHARASHTRA,158
4,17279,DONDAICHA,MAIZE,2014,OCTOBER,1732,921,1079,1044,2014-10,DHULE,MAHARASHTRA,158
4,20625,AMALNER,MAIZE,2014,OCTOBER,1357,996,1154,1081,2014-10,JALGAON,MAHARASHTRA,158
7,17956,AAMGAON,PADDYUNHUSKED,2014,OCTOBER,2195,1591,1749,1670,2014-10,GONDIYA,MAHARASHTRA,158
7,27887,BHIWAPUR,PADDYUNHUSKED,2014,DECEMBER,6125,1850,2008,1929,2014-12,NAGPUR,MAHARASHTRA,158
8,38170,KALAMB OS,PIGEON PEA TUR,2014,NOVEMBER,19,3709,3867,3809,2014-11,OSMANABAD,MAHARASHTRA,158
10,9628,SILLODBHARADI,SAFFLOWER,2014,NOVEMBER,13,2270,2428,2352,2014-11,AURANGABAD,MAHARASHTRA,158
17,10470,GEVRAI,WHEATHUSKED,2014,DECEMBER,195,1452,1610,1532,2014-12,BEED,MAHARASHTRA,158
17,22435,MANTHA,WHEATHUSKED,2014,OCTOBER,77,1417,1575,1533,2014-10,JALNA,MAHARASHTRA,158
2,60380,DIGRAS,COTTON,2016,NOVEMBER,4188,4660,4817,4742,2016-11,YEWATMAL,MAHARASHTRA,157
4,13414,MALKAPUR,MAIZE,2016,JANUARY,4468,1244,1401,1339,2016-01,BULDHANA,MAHARASHTRA,157
7,15924,SAVALI,PADDYUNHUSKED,2016,MAY,7604,1764,1921,1863,2016-05,CHANDRAPUR,MAHARASHTRA,157
8,31833,MUKHED,PIGEON PEA TUR,2016,FEBRUARY,45,7800,7957,7886,2016-02,NANDED,MAHARASHTRA,157
12,9111,VAIJAPUR,SORGUMJAWAR,2016,JUNE,842,1778,1935,1890,2016-06,AURANGABAD,MAHARASHTRA,157
12,25365,JALKOT,SORGUMJAWAR,2016,OCTOBER,454,1356,1513,1444,2016-10,LATUR,MAHARASHTRA,157
12,38445,UMARGA,SORGUMJAWAR,2016,OCTOBER,159,1245,1402,1318,2016-10,OSMANABAD,MAHARASHTRA,157
17,29683,KATOL,WHEATHUSKED,2016,MARCH,4385,1442,1599,1511,2016-03,NAGPUR,MAHARASHTRA,157
18,46981,SANGALI,WHEATUNHUSKED,2016,APRIL,1345,3253,3410,3361,2016-04,SANGLI,MAHARASHTRA,157
0,11039,KADA,BAJRI,2015,JUNE,534,1250,1407,1307,2015-06,BEED,MAHARASHTRA,157
0,33801,KALVAN,BAJRI,2015,AUGUST,224,1284,1441,1335,2015-08,NASIK,MAHARASHTRA,157
0,34287,YEOLA,BAJRI,2015,DECEMBER,97,1407,1564,1503,2015-12,NASIK,MAHARASHTRA,157
0,59686,PUSAD,BAJRI,2015,SEPTEMBER,57,1381,1538,1472,2015-09,YEWATMAL,MAHARASHTRA,157
4,14580,JALGAON JAMODAASALGAON,MAIZE,2015,OCTOBER,255,1007,1164,1086,2015-10,BULDHANA,MAHARASHTRA,157
4,35453,LASALGAON,MAIZE,2015,MARCH,925,1151,1308,1281,2015-03,NASIK,MAHARASHTRA,157
4,50746,BARSHI,MAIZE,2015,APRIL,914,1227,1384,1303,2015-04,SOLAPUR,MAHARASHTRA,157
8,15408,KORPANA,PIGEON PEA TUR,2015,FEBRUARY,16180,4813,4970,4890,2015-02,CHANDRAPUR,MAHARASHTRA,157
8,37049,TULJAPUR,PIGEON PEA TUR,2015,APRIL,213,5812,5969,5891,2015-04,OSMANABAD,MAHARASHTRA,157
8,58854,RALEGAON,PIGEON PEA TUR,2015,JANUARY,126,4708,4865,4761,2015-01,YEWATMAL,MAHARASHTRA,157
12,6560,ANAJNGAON SURJI,SORGUMJAWAR,2015,JULY,35,1193,1350,1283,2015-07,AMARAVATHI,MAHARASHTRA,157
12,12932,JALGAON JAMODAASALGAON,SORGUMJAWAR,2015,DECEMBER,190,1143,1300,1221,2015-12,BULDHANA,MAHARASHTRA,157
12,18378,AKHADABALAPUR,SORGUMJAWAR,2015,MARCH,1116,1357,1514,1436,2015-03,HINGOLI,MAHARASHTRA,157
12,32924,SHAHADA,SORGUMJAWAR,2015,JANUARY,620,1490,1647,1554,2015-01,NANDURBAR,MAHARASHTRA,157
16,38469,UMARGA,SUNFLOWER,2015,OCTOBER,43,3026,3183,3092,2015-10,OSMANABAD,MAHARASHTRA,157
17,6821,MORSHI,WHEATHUSKED,2015,JUNE,1365,1394,1551,1470,2015-06,AMARAVATHI,MAHARASHTRA,157
17,12685,BULDHANA,WHEATHUSKED,2015,AUGUST,136,1333,1490,1417,2015-08,BULDHANA,MAHARASHTRA,157
0,9595,PAITHAN,BAJRI,2014,NOVEMBER,517,1367,1524,1468,2014-11,AURANGABAD,MAHARASHTRA,157
4,13039,NANDURA,MAIZE,2014,DECEMBER,3012,907,1064,1001,2014-12,BULDHANA,MAHARASHTRA,157
12,19145,CHOPDA,SORGUMJAWAR,2014,DECEMBER,1839,1360,1517,1473,2014-12,JALGAON,MAHARASHTRA,157
12,20608,YAWAL,SORGUMJAWAR,2014,NOVEMBER,7204,1329,1486,1418,2014-11,JALGAON,MAHARASHTRA,157
12,33397,SHAHADA,SORGUMJAWAR,2014,OCTOBER,789,1601,1758,1657,2014-10,NANDURBAR,MAHARASHTRA,157
0,3957,AHMEDNAGAR,BAJRI,2016,SEPTEMBER,138,1646,1802,1729,2016-09,AHMADNAGAR,MAHARASHTRA,156
0,13233,NANDURA,BAJRI,2016,FEBRUARY,33,1208,1364,1364,2016-02,BULDHANA,MAHARASHTRA,156
0,54111,BARSHI,BAJRI,2016,OCTOBER,812,1232,1388,1314,2016-10,SOLAPUR,MAHARASHTRA,156
2,6196,DHAMANGAONRLY,COTTON,2016,FEBRUARY,9250,4380,4536,4443,2016-02,AMARAVATHI,MAHARASHTRA,156
4,16684,DONDAICHA,MAIZE,2016,JANUARY,5928,1347,1503,1459,2016-01,DHULE,MAHARASHTRA,156
4,17438,DONDAICHA,MAIZE,2016,SEPTEMBER,380,1427,1583,1529,2016-09,DHULE,MAHARASHTRA,156
4,61551,PAROLA,MAIZE,2016,NOVEMBER,7101,996,1152,1088,2016-11,JALGAON,MAHARASHTRA,156
8,20854,PACHORA,PIGEON PEA TUR,2016,OCTOBER,15,5415,5571,5493,2016-10,JALGAON,MAHARASHTRA,156
12,9901,VAIJAPUR,SORGUMJAWAR,2016,OCTOBER,890,1785,1941,1904,2016-10,AURANGABAD,MAHARASHTRA,156
12,42702,SHIRUR,SORGUMJAWAR,2016,JULY,106,1637,1793,1727,2016-07,PUNE,MAHARASHTRA,156
12,61550,PAROLA,SORGUMJAWAR,2016,NOVEMBER,14358,1075,1231,1157,2016-11,JALGAON,MAHARASHTRA,156
16,25009,AUSA,SUNFLOWER,2016,MARCH,39,3408,3564,3511,2016-03,LATUR,MAHARASHTRA,156
17,35224,MALEGAON,WHEATHUSKED,2016,JUNE,159,1648,1804,1714,2016-06,NASIK,MAHARASHTRA,156
17,60779,VADUJ,WHEATHUSKED,2016,NOVEMBER,188,1844,2000,1922,2016-11,SATARA,MAHARASHTRA,156
0,21752,PARTUR,BAJRI,2015,JANUARY,115,1236,1392,1302,2015-01,JALNA,MAHARASHTRA,156
4,13344,JALGAON JAMODAASALGAON,MAIZE,2015,JANUARY,891,950,1106,1028,2015-01,BULDHANA,MAHARASHTRA,156
4,13743,JALGAON JAMOD,MAIZE,2015,JUNE,1046,922,1078,1000,2015-06,BULDHANA,MAHARASHTRA,156
4,14491,SANGRAMPURVARVATBAKAL,MAIZE,2015,NOVEMBER,33,1004,1160,1090,2015-11,BULDHANA,MAHARASHTRA,156
4,21891,JAFRABAD,MAIZE,2015,JUNE,908,1050,1206,1139,2015-06,JALNA,MAHARASHTRA,156
4,22922,KOLHAPURLAXMIPURI,MAIZE,2015,DECEMBER,121,1477,1633,1577,2015-12,KOLHAPUR,MAHARASHTRA,156
4,35182,LASALGAON,MAIZE,2015,JUNE,1833,1155,1311,1282,2015-06,NASIK,MAHARASHTRA,156
4,37217,KALAMB OS,MAIZE,2015,DECEMBER,454,1354,1510,1442,2015-12,OSMANABAD,MAHARASHTRA,156
